tingkat_kelas,jalur_masuk,pendapatan_ortu,jumlah_tanggungan,jarak_rumah_km,riwayat_tunggakan_bulan,nominal_tagihan,status_pembayaran
2,1,8211492.0,4,93,1,1500000,1
1,3,10097467.0,5,28,3,750000,1
4,2,7902891.0,4,80,0,1500000,0
3,2,8531845.0,1,76,2,500000,0
4,3,6894418.0,4,116,1,1500000,1
5,3,13916510.0,2,69,3,1500000,0
4,3,1545475.0,2,98,2,1000000,0
4,3,9580552.0,5,1,3,1500000,0
1,2,4803364.0,4,96,0,500000,0
1,0,6896364.0,5,17,2,750000,1
1,3,4739254.0,3,112,3,1500000,0
2,3,2599577.0,2,91,2,1500000,1
5,3,10732689.0,5,88,0,750000,1
1,3,7983485.0,3,90,2,500000,0
3,3,6123037.0,5,49,3,500000,1
2,3,8459972.0,4,38,0,1500000,0
0,3,8732024.0,4,132,1,1000000,1
3,3,13584335.0,4,59,3,1500000,0
3,3,3102970.0,4,68,3,750000,1
1,3,9691922.0,1,130,0,750000,0
0,3,9774125.0,3,49,0,750000,0
0,0,3031064.0,3,126,1,1500000,0
2,3,5911887.0,4,111,3,1500000,0
0,1,10115797.0,1,48,0,500000,0
5,0,3576198.0,4,51,1,1000000,0
1,3,8966511.0,1,43,1,1500000,1
0,2,2968919.0,4,98,0,500000,1
2,3,4781941.0,2,124,3,1500000,1
5,3,12538932.0,2,80,2,500000,1
4,3,4910580.0,5,111,2,500000,0
4,3,6499111.0,4,143,1,1000000,1
5,3,5185104.0,3,27,2,1500000,0
2,3,9159791.0,5,113,2,500000,1
5,3,2920858.0,2,86,0,750000,0
1,3,3248982.0,4,114,1,750000,1
1,3,8063614.0,5,124,3,750000,0
4,2,11333673.0,4,49,1,1000000,1
0,3,6396799.0,2,76,0,500000,0
2,3,9966685.0,5,55,2,1000000,0
4,0,8979816.0,2,56,3,1500000,0
0,3,14397930.0,1,95,1,1500000,0
0,3,7507509.0,2,44,2,500000,0
1,3,11529840.0,4,87,1,750000,1
3,3,5945818.0,3,84,3,500000,0
3,1,6622964.0,2,16,1,500000,1
5,3,8211492.0,3,149,1,500000,0
1,3,5595077.0,1,145,1,1000000,0
0,3,10672800.0,5,37,2,1500000,1
2,3,7763998.0,5,77,3,500000,1
3,3,6130232.0,3,147,3,500000,0
0,3,2420114.0,5,45,2,500000,1
3,3,10490499.0,2,146,2,1000000,1
3,0,13418529.0,3,62,2,1000000,0
3,0,9647047.0,4,100,0,1000000,1
2,3,3682926.0,2,52,1,500000,0
1,1,3985670.0,2,19,1,750000,1
2,0,4844250.0,2,109,3,750000,0
4,3,13254693.0,4,44,1,750000,1
0,3,14495584.0,1,7,0,1500000,0
1,3,5523278.0,5,117,2,500000,1
1,3,2037977.0,3,68,3,750000,1
1,3,11887622.0,1,34,3,750000,0
1,3,13591900.0,3,69,1,750000,0
2,2,11446749.0,5,55,3,500000,1
1,3,5168280.0,4,10,2,750000,0
5,3,4223408.0,2,42,3,750000,0
0,1,11736666.0,2,41,2,500000,1
1,0,6284808.0,4,122,0,1500000,1
0,3,8137640.0,1,138,0,1000000,0
5,0,8337388.0,1,10,2,750000,1
5,3,12047781.0,3,102,1,1000000,0
0,3,6154419.0,4,128,3,1500000,0
3,3,9930899.0,1,149,1,1500000,0
4,3,6122580.0,4,136,3,750000,1
3,3,6089058.0,5,92,0,500000,0
3,3,8745136.0,2,113,0,1500000,0
2,3,9879966.0,2,78,0,1000000,0
3,3,14386576.0,2,85,3,1000000,0
1,3,3622827.0,4,30,0,1000000,1
2,2,14756559.0,4,49,0,1000000,1
2,3,8932300.0,3,9,0,1500000,0
5,3,9137174.0,2,145,0,750000,0
3,3,11957279.0,3,69,1,750000,1
5,3,2208672.0,2,58,0,1000000,1
0,3,8421154.0,3,62,0,750000,0
4,2,10225977.0,3,52,1,1000000,1
2,3,13865582.0,5,40,1,1000000,0
0,3,13381571.0,3,63,3,500000,0
0,3,6007167.0,4,147,2,1500000,1
1,3,3727039.0,3,50,0,1500000,0
4,3,8211492.0,2,141,0,1000000,0
0,3,2883875.0,3,78,0,1500000,1
0,3,8125169.0,1,97,3,750000,1
4,3,3376336.0,2,43,0,1000000,0
4,3,9041586.0,1,36,2,500000,1
0,3,5456778.0,2,122,1,750000,1
4,0,14641875.0,4,108,3,500000,1
0,2,4387757.0,4,10,1,500000,0
0,2,3968665.0,4,95,0,1500000,0
1,3,12798592.0,1,6,0,1500000,0
3,3,7972973.0,5,57,0,1000000,0
0,3,2192924.0,2,129,2,1500000,1
5,3,4070115.0,4,71,2,500000,1
2,3,3161655.0,2,21,3,500000,0
3,3,8999066.0,1,92,1,750000,1
3,3,6172412.0,5,127,0,500000,0
3,1,4600498.0,1,80,0,1000000,0
1,3,14677733.0,2,56,0,1000000,0
0,3,14559040.0,5,116,0,1500000,0
1,3,10912528.0,5,148,2,1500000,1
0,2,8681479.0,1,25,1,1500000,0
1,3,5311666.0,4,5,1,1000000,0
1,3,5319712.0,2,120,3,500000,0
2,3,2533668.0,3,21,2,1500000,0
5,3,9212079.0,3,18,0,750000,0
1,3,7104327.0,1,57,1,1500000,0
2,0,3973199.0,2,93,1,1000000,1
4,3,14936735.0,2,19,2,1500000,1
5,3,9771330.0,1,128,3,500000,0
1,3,8211492.0,2,97,3,1500000,0
3,3,2208175.0,4,131,0,1000000,0
4,3,13563610.0,1,21,3,1000000,0
4,3,3367306.0,4,40,1,750000,0
2,3,10152233.0,2,67,3,1000000,1
4,3,2342840.0,1,127,0,750000,1
5,3,5894643.0,2,55,1,500000,1
1,3,7389118.0,1,109,3,1000000,1
1,3,6628643.0,2,98,3,1500000,0
3,0,1625355.0,4,112,2,500000,0
2,3,5722102.0,4,115,0,1500000,0
3,3,2115937.0,2,117,3,1500000,1
4,0,2875607.0,1,87,2,1500000,1
3,3,1519477.0,3,81,1,500000,1
5,0,5056210.0,4,66,2,500000,1
1,3,8008856.0,4,19,2,1000000,1
4,1,3987111.0,3,135,3,1500000,1
3,3,3509606.0,2,118,3,750000,0
2,3,3059757.0,1,42,3,1000000,1
5,3,8211492.0,2,42,2,500000,0
5,1,7656738.0,5,59,1,750000,1
3,0,14488017.0,4,20,0,500000,1
1,3,4932207.0,5,73,2,750000,1
3,3,7671638.0,4,17,3,1000000,1
4,1,14356498.0,4,27,0,750000,0
3,3,3381297.0,5,2,1,1000000,0
5,2,7583059.0,5,63,0,500000,0
3,0,10712367.0,2,62,3,750000,0
1,3,12919463.0,5,100,2,1500000,1
2,3,6029275.0,2,19,2,1500000,0
0,3,10019792.0,2,17,3,500000,1
3,3,2635627.0,2,69,2,750000,1
1,0,12136413.0,4,117,3,1500000,0
1,3,1745300.0,4,81,2,1000000,1
2,0,10472618.0,5,39,2,750000,0
5,3,1592036.0,4,36,2,750000,1
1,1,7495802.0,5,132,1,1500000,1
1,3,7939051.0,4,29,1,1000000,0
1,3,2353392.0,1,51,3,1000000,1
1,3,7515877.0,1,14,1,1000000,1
4,2,10170304.0,5,69,3,750000,1
4,3,5162340.0,4,146,0,500000,0
5,0,11079064.0,4,57,0,750000,0
3,3,14318331.0,2,12,1,750000,0
1,3,10878637.0,3,17,0,1500000,0
2,3,1654692.0,5,30,0,500000,0
3,3,9862101.0,3,88,2,1000000,1
2,3,5957335.0,3,99,2,1500000,1
3,1,12279706.0,5,23,3,750000,1
5,1,3157888.0,4,129,0,500000,0
1,1,4085917.0,5,79,3,1000000,1
1,2,9610129.0,3,32,3,1000000,0
0,3,14725839.0,4,9,0,750000,1
2,3,7647560.0,1,15,1,1000000,0
3,3,9446258.0,5,27,0,1000000,0
3,0,9057845.0,5,109,2,500000,1
4,3,3324964.0,4,76,0,1500000,0
0,3,9224922.0,1,148,1,500000,0
4,3,8211492.0,1,65,3,1500000,1
4,3,11277117.0,4,109,3,1500000,1
4,0,13643150.0,2,129,2,1500000,1
2,2,12386822.0,5,10,2,1000000,0
2,3,14566691.0,5,47,2,500000,1
5,1,8289408.0,3,123,3,1000000,1
5,3,6264812.0,4,59,2,750000,1
4,3,14462182.0,3,96,0,500000,0
0,3,13997110.0,3,103,3,1500000,0
3,3,3068146.0,1,124,1,1000000,0
2,3,1983455.0,5,86,3,1000000,1
0,1,5536405.0,3,146,0,500000,0
1,3,10435827.0,1,112,0,500000,0
2,0,3686268.0,4,27,2,1500000,0
2,3,5945975.0,3,18,3,1500000,0
5,3,13876401.0,5,82,3,750000,1
3,3,11513385.0,3,72,3,1500000,0
3,3,4371656.0,4,54,1,1000000,1
1,3,6208569.0,3,71,2,750000,0
1,1,5355933.0,5,146,0,750000,0
2,3,14711292.0,1,38,0,750000,0
4,3,3826729.0,5,137,2,500000,0
5,3,8195233.0,1,35,0,1500000,0
5,3,9774437.0,2,82,0,750000,0
2,3,5407129.0,5,133,2,500000,1
0,3,1595556.0,5,142,0,500000,1
4,3,11786491.0,4,4,3,750000,1
2,3,6899869.0,3,23,1,750000,1
4,3,4969992.0,1,48,2,1000000,1
4,3,11444145.0,1,148,1,750000,0
4,3,7639353.0,4,125,0,1000000,0
2,3,2152755.0,4,55,0,750000,0
5,1,5166344.0,3,68,3,750000,0
5,3,8211492.0,3,88,2,1500000,0
4,3,13414970.0,5,1,0,750000,0
0,3,2243088.0,2,135,2,750000,0
3,1,14733355.0,3,95,2,1000000,0
2,3,12484442.0,4,140,2,1000000,0
3,3,1559778.0,3,106,2,1500000,0
0,0,10983017.0,1,133,2,750000,0
2,3,6503361.0,2,108,1,750000,1
4,3,12542136.0,5,42,3,1000000,1
5,3,9575042.0,1,102,2,500000,1
3,3,13993007.0,1,124,1,500000,1
1,1,9206113.0,2,140,0,500000,0
1,2,11401691.0,5,103,2,1000000,1
0,3,13230711.0,4,146,0,1000000,0
4,3,3673513.0,5,74,2,500000,1
3,3,11287557.0,3,108,1,500000,0
4,3,10410762.0,1,122,1,750000,1
3,2,8413462.0,3,17,1,1000000,0
0,3,13357190.0,4,71,3,1000000,0
0,3,2511930.0,3,62,0,500000,0
1,3,8211492.0,5,41,3,500000,0
4,3,10968133.0,3,119,2,1500000,1
2,3,9780083.0,4,45,0,1000000,1
1,3,3285818.0,4,58,1,1500000,1
4,1,4451720.0,4,126,0,750000,1
1,3,11048725.0,5,44,1,1500000,1
2,3,3582963.0,4,15,3,500000,1
5,3,7462859.0,1,78,3,1000000,1
5,3,5756146.0,4,70,1,1000000,1
5,2,12473779.0,3,101,1,1500000,1
5,2,11170114.0,3,3,2,1500000,0
3,3,1789134.0,3,86,3,750000,1
5,3,12657313.0,5,74,3,750000,1
2,3,9132285.0,3,51,2,500000,1
0,3,5824660.0,5,67,3,500000,1
0,3,4366069.0,5,76,1,500000,1
3,0,2237090.0,4,93,0,1500000,0
5,3,10803173.0,1,145,0,1500000,0
5,3,5335598.0,4,7,3,1000000,0
5,3,6482042.0,4,13,2,500000,0
1,0,2552425.0,5,120,1,1500000,1
4,2,7803816.0,5,66,0,1000000,0
1,0,2277567.0,3,4,1,500000,0
4,3,4216207.0,3,138,3,750000,0
5,3,8052901.0,4,88,3,750000,1
5,0,3249736.0,2,17,0,1500000,0
1,3,11458842.0,2,52,3,1000000,0
1,3,8221635.0,3,134,2,750000,1
4,2,1551707.0,2,69,3,1000000,0
0,0,10169441.0,3,137,3,1000000,0
4,3,13587708.0,5,21,3,750000,1
1,3,10977571.0,4,24,1,1000000,0
2,3,7604128.0,1,4,1,750000,0
1,3,3377145.0,4,3,0,1500000,0
2,3,12172393.0,3,68,0,500000,0
3,0,13883028.0,3,101,0,500000,0
1,0,10723482.0,4,54,3,1500000,0
3,0,10778101.0,3,35,1,750000,0
0,3,8187666.0,2,56,2,750000,0
4,2,2278799.0,2,108,3,750000,0
2,2,13422324.0,3,40,3,750000,0
4,3,13396055.0,3,68,3,1500000,1
3,2,8579701.0,2,46,2,500000,0
2,0,2379459.0,3,78,0,1000000,0
4,3,9749953.0,3,141,2,1000000,0
1,3,12070141.0,4,6,0,500000,0
5,3,3322744.0,1,17,2,1500000,0
3,3,9667707.0,2,99,1,1000000,1
4,3,12179744.0,4,81,3,500000,1
3,2,13530252.0,1,2,3,1500000,0
3,3,5343139.0,3,77,3,1000000,1
2,3,12982118.0,3,66,0,750000,0
2,3,14821008.0,4,52,2,750000,1
5,3,14073832.0,3,92,1,1500000,0
1,3,5947395.0,5,22,2,750000,1
3,3,10740658.0,4,111,3,1500000,0
4,3,3861216.0,1,107,1,500000,0
0,3,8946153.0,4,67,1,500000,0
3,3,4067587.0,2,140,3,1000000,0
3,3,14684072.0,4,69,2,1500000,1
5,0,1764237.0,3,84,3,1000000,1
1,3,5969353.0,3,103,2,1000000,0
0,2,6340351.0,5,39,1,500000,0
2,3,4014719.0,5,13,1,1000000,0
2,3,3408911.0,5,41,3,750000,0
4,2,5502981.0,1,57,1,1000000,1
0,3,2919920.0,5,12,0,1500000,1
2,3,9860777.0,1,13,1,750000,0
4,3,3679441.0,5,120,0,500000,0
1,3,4237946.0,1,97,1,1500000,1
4,3,13637137.0,4,57,3,750000,0
2,3,13447426.0,4,40,3,1500000,1
5,3,11338074.0,3,118,0,750000,0
5,3,11249844.0,1,80,3,1500000,0
5,3,3588062.0,2,128,1,1500000,0
2,2,12245240.0,3,35,1,750000,1
5,1,3334907.0,4,3,3,500000,0
0,3,9852110.0,1,120,1,500000,0
1,0,5361774.0,5,5,2,1500000,1
4,3,5133795.0,2,11,2,1500000,1
4,3,4977084.0,4,126,1,500000,1
2,3,5827802.0,3,71,3,500000,0
5,2,4899752.0,1,117,0,1000000,0
5,3,5300986.0,2,138,3,500000,0
3,3,6832889.0,1,106,0,1500000,0
1,3,2223858.0,5,116,3,750000,1
0,0,12707515.0,3,67,1,500000,0
4,2,1544816.0,1,31,2,1000000,0
3,2,1504138.0,4,75,3,1000000,1
3,3,5663960.0,3,71,0,1000000,0
2,3,13125512.0,4,66,2,750000,0
4,3,8581905.0,1,70,0,500000,0
2,3,14879795.0,3,41,1,500000,0
0,3,5364044.0,4,20,2,500000,0
3,3,8147463.0,5,140,0,750000,0
3,1,8588166.0,5,39,3,750000,1
1,2,1721552.0,1,145,1,1500000,0
0,2,9932372.0,3,45,1,1000000,1
3,1,12108790.0,2,139,1,1000000,0
0,3,3397951.0,3,70,3,500000,1
4,3,7362835.0,5,125,3,750000,0
5,1,10205070.0,4,91,2,750000,1
3,3,10778463.0,2,70,3,500000,0
1,2,11303326.0,1,130,2,500000,1
4,3,3657280.0,2,84,1,1500000,1
0,3,2308301.0,1,89,2,1000000,1
2,3,8211492.0,2,79,0,1000000,0
4,1,14068874.0,1,113,1,1000000,1
3,2,7796495.0,1,93,1,1500000,1
0,3,5846657.0,2,72,2,500000,0
5,0,1612935.0,2,49,1,500000,1
4,3,9700252.0,1,52,3,1000000,1
3,3,13940497.0,5,33,0,1000000,0
1,3,11226914.0,2,22,2,1500000,1
2,3,3650205.0,3,114,2,750000,0
0,3,6924441.0,4,133,1,750000,1
4,1,5780650.0,1,18,3,1000000,0
4,2,6023535.0,1,118,1,1500000,1
5,3,14488753.0,4,117,1,1000000,0
5,3,6252989.0,5,37,2,750000,1
1,1,11257999.0,4,64,1,1000000,1
2,1,5810518.0,2,138,0,750000,0
1,2,12470761.0,4,79,1,750000,0
3,3,10741937.0,1,123,1,750000,0
3,3,3230085.0,4,44,2,500000,0
1,3,3526110.0,3,82,1,500000,0
2,3,12973170.0,2,87,3,1000000,0
1,3,8211492.0,4,16,2,750000,0
2,1,14483738.0,1,54,1,500000,1
2,3,10325150.0,2,102,0,1000000,0
0,3,7019948.0,1,98,0,1000000,0
2,3,8428887.0,5,2,2,1000000,0
5,3,6066701.0,3,94,2,1000000,0
2,3,14028002.0,5,141,1,1000000,0
2,3,9627333.0,3,59,3,1500000,0
2,3,4480672.0,4,69,1,750000,0
3,2,9736781.0,2,119,0,1000000,0
5,1,11950695.0,4,92,3,1500000,1
5,3,10315282.0,3,45,3,750000,1
1,3,6702413.0,3,148,3,500000,0
0,0,1582409.0,3,24,1,1000000,0
2,3,8863280.0,1,91,0,1500000,0
4,3,13516712.0,2,94,2,500000,1
0,0,14781788.0,4,58,1,1500000,1
0,3,11883749.0,4,128,2,750000,1
5,3,13713866.0,5,7,3,750000,0
0,3,8266886.0,3,47,3,500000,0
2,3,9712411.0,3,53,1,1500000,0
2,3,6917755.0,3,38,0,1000000,0
3,2,6631104.0,4,53,3,1000000,0
2,3,4999701.0,5,143,2,500000,1
2,3,3427716.0,1,48,2,500000,1
5,2,11810280.0,2,95,1,500000,0
2,3,11081111.0,1,147,2,1500000,1
3,3,11022362.0,4,137,0,1000000,0
4,0,6741684.0,3,64,3,1000000,1
5,3,6581857.0,2,93,2,1000000,1
4,0,7259420.0,4,125,2,500000,1
5,2,12792217.0,4,39,3,1000000,0
1,3,11334858.0,4,4,1,750000,1
0,3,6806490.0,2,126,2,500000,0
1,3,11532315.0,2,3,1,1000000,1
2,3,8422981.0,5,64,1,1500000,0
4,2,9317209.0,5,29,2,500000,0
2,3,6393091.0,1,116,0,750000,0
0,3,5300315.0,2,11,1,750000,0
5,3,13040004.0,2,97,2,1500000,1
0,1,13256878.0,2,102,1,1500000,1
3,1,7969723.0,5,21,3,500000,1
0,3,7602545.0,4,39,0,500000,1
3,3,3752641.0,3,102,0,750000,0
0,2,1844126.0,5,46,3,1500000,1
3,3,12294122.0,2,66,3,500000,0
4,3,6607385.0,5,91,1,750000,0
2,3,11730968.0,1,111,3,1500000,0
2,3,9574444.0,2,82,0,750000,0
1,1,2637411.0,1,123,3,1000000,1
2,3,3170357.0,2,99,2,1500000,0
5,3,12801119.0,5,35,2,500000,1
0,3,7439334.0,4,103,1,500000,1
1,2,7893404.0,3,129,0,1000000,0
5,3,4830922.0,1,25,2,1500000,0
5,3,13588117.0,5,43,3,750000,0
3,3,5655479.0,4,84,2,500000,1
2,0,7209635.0,5,51,2,1000000,0
4,3,14376763.0,1,130,1,1000000,1
4,3,13190806.0,3,126,3,1500000,1
1,3,10186594.0,5,69,3,1500000,1
4,3,13654609.0,2,9,3,500000,0
0,3,12354520.0,4,2,1,1000000,1
4,0,11911392.0,5,10,3,750000,1
1,3,10742213.0,4,114,3,1000000,1
4,2,12261556.0,2,76,2,750000,0
0,3,2815823.0,3,85,2,750000,0
3,2,4933372.0,3,49,3,500000,0
1,3,2270692.0,2,70,0,1000000,1
3,3,7367504.0,4,131,0,750000,0
3,1,10317353.0,5,133,3,1500000,0
3,2,6332091.0,2,90,0,750000,0
5,3,2173812.0,1,26,1,1500000,1
2,3,4432977.0,4,72,2,1500000,0
5,0,13458726.0,3,5,1,1000000,0
2,3,9297698.0,2,15,2,1500000,1
3,2,8482252.0,3,123,0,750000,0
1,2,11246734.0,4,144,0,1500000,0
2,3,8116659.0,3,1,3,1000000,0
0,3,5317042.0,2,144,0,500000,0
0,3,6039170.0,4,3,0,750000,1
4,3,6469411.0,1,47,3,750000,1
2,3,2036644.0,2,95,3,1000000,0
1,1,2152416.0,5,13,2,1000000,1
5,3,6710307.0,2,120,0,1000000,0
3,2,13036523.0,4,55,2,1000000,0
4,3,9661562.0,2,149,2,750000,1
0,3,12662345.0,1,66,1,500000,0
5,3,3207542.0,1,90,0,1500000,0
5,3,5691896.0,5,62,0,1500000,0
3,3,7586932.0,3,102,1,500000,0
2,3,2974620.0,4,139,2,500000,1
0,2,11063454.0,4,8,0,500000,0
1,3,11881177.0,3,97,2,1000000,1
5,3,3349395.0,1,117,1,750000,0
3,3,8123063.0,1,64,3,750000,0
1,3,2489336.0,2,21,2,750000,1
2,3,14850198.0,5,115,0,1000000,1
0,3,6724237.0,5,85,3,750000,1
2,3,4638102.0,5,20,2,1000000,0
5,3,6660324.0,2,8,2,750000,0
1,3,12339587.0,5,58,3,500000,1
1,2,13794121.0,3,46,3,1500000,1
1,3,11921424.0,2,31,3,1500000,1
5,3,8921289.0,3,93,0,1000000,0
5,3,9950361.0,2,9,0,750000,0
2,3,7147183.0,5,15,2,1500000,0
4,0,7166912.0,3,94,2,500000,0
2,3,10960592.0,3,138,1,500000,0
0,3,5818420.0,3,29,0,500000,0
3,3,6717084.0,2,80,2,1000000,1
1,3,10544104.0,4,36,3,1000000,1
4,3,12623698.0,5,84,3,750000,1
3,3,4705228.0,3,109,0,500000,0
4,0,14953858.0,4,118,3,750000,0
2,3,6799238.0,5,37,1,750000,1
5,3,12051957.0,5,86,2,500000,1
1,3,10382600.0,3,71,2,750000,1
2,3,8014948.0,3,93,2,1500000,1
3,3,6480137.0,2,80,0,1000000,0
3,2,8217526.0,4,102,3,750000,1
3,0,9964848.0,4,14,1,500000,1
3,3,5929899.0,3,117,0,1000000,0
3,2,5391151.0,5,73,2,1000000,1
4,1,11215650.0,3,91,1,750000,1
2,0,3448061.0,5,90,2,1500000,1
1,3,8847000.0,5,29,2,750000,1
5,2,8081118.0,3,49,0,1500000,0
5,3,6532661.0,1,72,2,1000000,1
2,1,14273832.0,4,133,1,750000,0
2,3,2398332.0,5,42,2,500000,1
5,3,10768462.0,5,135,3,750000,0
5,2,9103876.0,1,42,2,1500000,0
4,3,5525942.0,2,105,0,1500000,0
0,1,12423565.0,1,27,1,750000,1
1,1,10051795.0,1,58,0,1500000,0
3,3,14538062.0,5,46,3,1000000,0
0,3,6203855.0,4,66,2,750000,0
2,3,3062518.0,1,25,0,1500000,0
5,3,6748400.0,2,73,0,750000,0
0,3,11571286.0,3,117,0,750000,0
1,0,10056135.0,1,129,0,500000,0
2,3,4244804.0,1,87,3,750000,1
3,3,9799141.0,2,74,3,500000,0
3,1,3087819.0,4,125,2,1500000,1
1,3,6682101.0,1,67,2,500000,0
1,3,11408981.0,1,6,1,500000,0
5,1,8041600.0,4,125,3,500000,0
3,3,7856381.0,2,58,0,1000000,0
2,2,2094557.0,1,70,0,500000,0
0,1,8739914.0,4,53,1,750000,0
2,1,9854207.0,1,66,0,500000,0
4,3,2490121.0,3,58,1,750000,1
4,3,13337938.0,5,82,2,500000,1
1,3,3225049.0,3,87,3,1000000,1
5,0,13134313.0,1,2,1,1500000,1
4,0,9345870.0,2,37,0,500000,0
3,3,1983442.0,5,148,1,500000,1
2,3,6772225.0,3,103,2,1000000,0
2,3,8211492.0,4,24,0,500000,0
1,3,11309435.0,2,112,2,750000,0
0,2,11845482.0,3,65,2,500000,0
1,3,13820422.0,4,129,1,500000,1
0,1,14576726.0,1,117,2,1500000,0
1,2,8122766.0,4,116,0,1500000,1
1,3,3251797.0,3,105,2,500000,0
1,3,9986014.0,3,3,2,1000000,0
0,3,4952814.0,1,46,1,1500000,0
0,3,13661435.0,4,55,2,500000,0
1,2,8370679.0,4,75,3,1500000,0
4,0,14467495.0,1,45,1,500000,0
5,0,9538762.0,4,77,1,1500000,1
5,3,10910044.0,1,24,0,1500000,0
5,3,4391912.0,2,35,0,750000,0
0,2,8855566.0,3,24,0,500000,0
0,3,3109184.0,2,28,0,500000,0
4,3,9413490.0,5,16,3,500000,0
5,3,6298793.0,5,59,1,500000,1
5,3,8837895.0,5,144,2,1500000,0
1,3,14072846.0,1,15,0,750000,0
0,3,3828476.0,4,11,0,750000,0
5,1,1984273.0,2,79,0,1000000,0
2,3,9238866.0,2,115,2,500000,0
4,3,6613728.0,2,68,0,1000000,0
2,3,12291841.0,2,43,2,1500000,1
2,0,12710844.0,5,69,1,1000000,1
4,3,6886159.0,2,141,1,500000,0
2,3,10576940.0,4,138,1,750000,1
5,3,7146895.0,5,75,3,750000,1
0,2,2226448.0,2,103,2,500000,1
4,3,1570463.0,1,41,0,1500000,0
1,2,6950652.0,3,59,0,500000,0
2,1,8211492.0,3,39,0,1500000,0
4,3,11021791.0,3,3,0,750000,0
3,0,4366457.0,5,7,3,1500000,0
3,3,3930992.0,2,49,0,500000,0
0,0,14930854.0,5,26,3,500000,0
5,3,5814380.0,4,101,2,500000,1
0,0,6801572.0,1,79,1,1500000,1
0,3,14738041.0,1,2,0,1500000,0
0,3,6411408.0,3,127,1,1500000,0
0,3,14885154.0,3,132,2,750000,0
1,3,6616934.0,3,20,2,1000000,1
1,3,11048902.0,2,117,0,1000000,0
4,3,7095956.0,4,32,2,500000,1
3,3,14607392.0,4,28,1,750000,0
0,3,12233296.0,4,77,0,1500000,1
4,0,9925021.0,4,1,3,500000,0
3,3,9403402.0,3,56,0,750000,0
2,3,12837240.0,1,35,1,500000,0
5,3,7390298.0,3,112,0,750000,0
1,3,8366684.0,4,30,0,750000,1
2,1,9527522.0,3,54,1,1000000,0
3,3,10453038.0,4,36,0,500000,1
2,2,13557116.0,5,80,0,1500000,1
5,1,6360319.0,1,58,1,1000000,1
3,0,12912623.0,5,83,2,1000000,1
2,3,10804088.0,2,65,1,1500000,0
1,0,5141141.0,3,69,0,750000,0
1,1,4881915.0,2,128,3,1500000,1
4,3,9930664.0,3,51,3,500000,0
2,3,3648983.0,5,22,1,1500000,1
0,3,12831383.0,4,107,3,750000,1
2,3,8211492.0,4,109,0,1500000,1
3,3,2408380.0,3,116,0,750000,0
3,3,6120792.0,4,101,1,750000,0
2,3,14715317.0,5,100,0,500000,0
5,3,2837768.0,4,68,2,1500000,1
1,3,4590930.0,5,36,0,1500000,0
3,3,11749579.0,2,146,1,500000,0
1,3,8359698.0,5,22,2,750000,1
3,3,3014101.0,1,66,2,1500000,0
4,3,12218952.0,1,21,3,500000,1
0,0,2906150.0,1,100,0,750000,0
3,3,10413613.0,3,128,1,500000,0
1,3,13308156.0,3,44,3,1500000,1
4,2,2729458.0,3,103,3,500000,0
3,3,11055880.0,5,47,0,1000000,1
5,3,7796450.0,3,39,0,750000,0
0,0,8582122.0,2,29,1,1000000,1
3,0,7860756.0,1,54,3,1000000,1
4,3,6255997.0,5,90,1,750000,1
5,3,13338695.0,1,85,3,750000,0
2,1,2993551.0,3,17,3,500000,1
4,3,5473313.0,5,80,3,750000,1
4,3,3936831.0,4,73,0,1000000,0
5,0,14053863.0,2,49,3,1000000,0
4,3,11595125.0,3,101,3,1500000,0
5,3,8211492.0,3,2,3,750000,0
3,3,13037099.0,2,142,2,1000000,0
5,2,10243662.0,2,59,0,1500000,0
5,3,13089816.0,4,97,2,1500000,0
0,3,5339847.0,3,99,0,500000,0
5,3,2666670.0,3,103,1,1000000,1
5,3,2180667.0,1,2,2,500000,1
2,3,12737491.0,5,41,1,1000000,1
3,2,6819728.0,5,123,3,500000,0
0,3,6910897.0,1,82,1,500000,0
2,3,3514017.0,5,144,1,750000,0
1,0,8584364.0,2,132,1,500000,0
3,3,14527884.0,5,140,1,750000,1
3,1,5522261.0,5,29,0,1500000,1
1,3,6137203.0,1,135,2,1000000,1
5,3,6175519.0,4,14,0,1500000,0
2,3,6394940.0,5,12,0,1000000,0
4,1,3499482.0,5,99,0,1500000,0
0,3,5149244.0,4,133,1,1000000,0
4,3,6114466.0,1,81,0,500000,0
1,3,7346866.0,4,106,2,1000000,0
3,3,13802005.0,1,32,0,1000000,0
3,3,12977197.0,2,74,3,1500000,0
0,1,7682719.0,1,81,1,1500000,0
3,3,14128007.0,2,69,3,1500000,1
3,2,11410330.0,2,45,2,750000,0
0,3,11750813.0,1,106,2,750000,0
2,3,11354523.0,3,137,2,1000000,1
2,3,1850067.0,1,100,2,1000000,0
0,3,11595434.0,5,146,0,500000,0
1,2,3559385.0,5,9,1,500000,0
3,1,11329854.0,3,62,2,1000000,1
3,3,8949194.0,2,29,3,750000,0
1,3,3867322.0,3,125,2,1000000,0
2,3,2875645.0,5,114,1,500000,1
5,1,13627466.0,3,143,3,750000,0
5,3,8062877.0,1,134,3,750000,1
5,3,12159071.0,3,120,3,500000,1
2,0,10723048.0,2,79,0,1000000,0
2,3,7543995.0,1,93,2,1500000,1
1,3,14738942.0,4,4,0,1000000,0
3,3,8464705.0,5,82,3,1000000,1
